Unnamed: 0;Complainant;Against;Date;Decision;ComplaintType;ReportName;Locations;PrimaryKey;Complaint
4422;Sh. U.P. Dani;Nandgaon Times;Khoon, fortnightly, N.D.;Warned;Press and Defamation;AnnualReport1994;M.P;4289;Complaint of Dr. (Mrs.) M. Dani, c/o Sh. U.P. Dani, against Nandgaon Times, Rajnandgaon (M.P.)
4424;Sh. Chandrika Prasad Tripathi;Editor;Khoon, fortnightly, N.D.;Displeasure expressed;Press and Defamation;AnnualReport1994;Faizabad, U.P;4290;"Complaint of Sh. Dinesh Chandra Tripathi, s/o Sh. Chandrika Prasad Tripathi against the Editor ""Hum Aap"", Faizabad, U.P."
4423;Sh. Dinesh Chandra Tripathi;Editor;Khoon, fortnightly, N.D.;Displeasure expressed;Press and Defamation;AnnualReport1994;Faizabad, U.P;4290;"Complaint of Sh. Dinesh Chandra Tripathi, s/o Sh. Chandrika Prasad Tripathi against the Editor ""Hum Aap"", Faizabad, U.P."
4432;Dr. Wazid Ali Khan;Editor;June 30, 1993;Censured;Press and Defamation;AnnualReport1994;Khan, U.P;4299;Complaint of Dr. Wazid Ali Khan s/o Sh. Ashique Khan against the Editor, Talat Ki Awaz Hindi weekly, Muzaffar-nagar, U.P.
4433;Sh. Ashique Khan;Editor;June 30, 1993;Censured;Press and Defamation;AnnualReport1994;Khan, U.P;4299;Complaint of Dr. Wazid Ali Khan s/o Sh. Ashique Khan against the Editor, Talat Ki Awaz Hindi weekly, Muzaffar-nagar, U.P.
4460;Smt. Sheila Dikshit;Sh. Mani Shankar Aiyar;September 20, 1993;Warned;Press and Defamation;AnnualReport1994;Delhi;4337;Complaint of Smt. Sheila Dikshit, New Delhi against Sunday, Calcutta and columnist Sh. Mani Shankar Aiyar, M.P.
4462;Sh. K. Natwar Singh;Sh. Mani Shankar Aiyer;September 20, 1993;Warned;Press and Defamation;AnnualReport1994;Delhi;4338;Complaint of Sh. K. Natwar Singh, New Delhi against Sunday, Calcutta and Columnist Sh. Mani Shankar Aiyer, M.P.
4474;Sh. Anna Joshi;Marathi daily;September 20, 1993;Disposed with observations;Press and Defamation;AnnualReport1994;Pune, M.P;4350;Complaint of Sh. Laxman Sonopant alias Sh. Anna Joshi, M.P., Pune against Apla Mahanagar, Marathi daily, Bombay.
4473;Sh. Laxman Sonopant;Marathi daily;September 20, 1993;Disposed with observations;Press and Defamation;AnnualReport1994;Pune, M.P;4350;Complaint of Sh. Laxman Sonopant alias Sh. Anna Joshi, M.P., Pune against Apla Mahanagar, Marathi daily, Bombay.
4476;Sh. Anna Joshi;Hamara Mahanagar;September 20, 1993;Disposed with observations;Press and Defamation;AnnualReport1994;M.P;4351;Complaint of Sh. Laxman Sonopant alias Sh. Anna Joshi, M.P. Pune against Hamara Mahanagar, Hindi daily, Bom-bay.
4475;Sh. Laxman Sonopant;Hamara Mahanagar;September 20, 1993;Disposed with observations;Press and Defamation;AnnualReport1994;M.P;4351;Complaint of Sh. Laxman Sonopant alias Sh. Anna Joshi, M.P. Pune against Hamara Mahanagar, Hindi daily, Bom-bay.
4480;Sh. Subhash Sharma;English Fortnightly;September  20, 1993;Settled;Press and Defamation;AnnualReport1994;;4355;Complaint of Sh. Subhash Sharma, IAS, Chief Secretary, Govt. of Pondicherry against Union Territory Inde-pendent, English Fortnightly, N.D.
4508;Sh. Ramkishore Mishra;Kaun Kare Qurbaani;January 24, 1994;Rejoinder directed;Press and Defamation;AnnualReport1994;M.P;4388;Complaint of Sh. Ramkishore Mishra, Secretary to an M.P. of Gangsara Nyaya Panchayat, Shahjahanpur against Kaun Kare Qurbaani, Hindi weekly of Shah-jahanpur.
4537;Sh. N.C. Sood;Siddhi;March 28, 1994;Rejoinder directed;Press and Defamation;AnnualReport1994;M.P;4421;Complaint of Sh. N.C. Sood, Comman-dant, CISF, Vindhyanagar, Siddhi, M.P. against Vish-Amrit, Hindi week-ly, Siddhi.
4509;Sh. N.C. Sood;Vish-Amrit;March 28, 1994;Rejoinder directed;Press and Defamation;AnnualReport1994;M.P;4421;Complaint of Sh. N.C. Sood, Comman-dant, CISF, Vindhyanagar, Siddhi, M.P. against Vish-Amrit, Hindi week-ly, Siddhi.
4549;Ms. Ritu Jain;The Editor;June 28, 2005;directions;Principles and Publication;AnnualReport2006;Delhi;4433;Complaint of Ms. Savita Agarwal and Ms. Ritu Jain, Advocates, New Delhi against The Editor, Employment News, New Delhi  ’’ Closed with
4548;Ms. Savita Agarwal;The Editor;June 28, 2005;directions;Principles and Publication;AnnualReport2006;Delhi;4433;Complaint of Ms. Savita Agarwal and Ms. Ritu Jain, Advocates, New Delhi against The Editor, Employment News, New Delhi  ’’ Closed with
4555;Shri K.N.K. Karthiayani;Grievance;October 7, 2005;ventilated;Principles and Publication;AnnualReport2006;Thiruvananthapuram, Kerala;4439;Complaint of Shri K.N.K. Karthiayani, Chief Post Master General, Department of Posts, Kerala Circle, Thiruvananthapuram against Deshabhimani, Thiruvananthapuram. ’’ Grievance
4573;Ms. Kiranjyot;Dasmesh Pita;June 28, 2005;Censured;Press and Defamation;AnnualReport2006;Chandigarh, Punjab, Patiala;4457;Complaint of Shri Gurdeep Singh and Ms. Kiranjyot, Chandigarh against Dasmesh Pita, Patiala, Punjab. ’’
4572;Shri Gurdeep Singh;Dasmesh Pita;June 28, 2005;Censured;Press and Defamation;AnnualReport2006;Chandigarh, Punjab, Patiala;4457;Complaint of Shri Gurdeep Singh and Ms. Kiranjyot, Chandigarh against Dasmesh Pita, Patiala, Punjab. ’’
4576;Shri Sanjay Kumar Kaushik;Rohini Samarpan Times;June 28, 2005;to rest;Press and Defamation;AnnualReport2006;Delhi;4459;Complaint of Shri Surendra Kumar Sharma and Shri Sanjay Kumar Kaushik, New Delhi against the Editor, Rohini Samarpan Times. ’’ Matter allowed
4575;Shri Surendra Kumar Sharma;Rohini Samarpan Times;June 28, 2005;to rest;Press and Defamation;AnnualReport2006;Delhi;4459;Complaint of Shri Surendra Kumar Sharma and Shri Sanjay Kumar Kaushik, New Delhi against the Editor, Rohini Samarpan Times. ’’ Matter allowed
4578;Shri Sanjay Kumar Kaushik;Editor;June 28, 2005;to rest;Press and Defamation;AnnualReport2006;Delhi;4460;Complaint of Shri Surendra Kumar Sharma and Shri Sanjay Kumar Kaushik, New Delhi against the Editor, Rohini Samarpan Times, Delhi. ’’ Matter allowed
4577;Shri Surendra Kumar Sharma;Editor;June 28, 2005;to rest;Press and Defamation;AnnualReport2006;Delhi;4460;Complaint of Shri Surendra Kumar Sharma and Shri Sanjay Kumar Kaushik, New Delhi against the Editor, Rohini Samarpan Times, Delhi. ’’ Matter allowed
4580;The Principal;Editor;June 28, 2005;Admonished;Press and Defamation;AnnualReport2006;Guwahati, Assam;4462;Complaint of The Principal, Christ Jyoti School, Nagaon, Assam against the Editor, Ajir Asom, Guwahati. ’’
4592;Shri Sudesh Kumar Gupta;Dainik Bhaskar;October 7, 2005;pursued.;Press and Defamation;AnnualReport2006;Haryana;4474;Complaint of Shri Sudesh Kumar Gupta, Smt. Saroj Gupta, President Rashtriya Bhrashtachar Unmulan Samiti, Jind, Haryana against Dainik Bhaskar, Panipat, Haryana. ’’ Dismissed-not
4593;Smt. Saroj Gupta;Dainik Bhaskar;October 7, 2005;pursued.;Press and Defamation;AnnualReport2006;Haryana;4474;Complaint of Shri Sudesh Kumar Gupta, Smt. Saroj Gupta, President Rashtriya Bhrashtachar Unmulan Samiti, Jind, Haryana against Dainik Bhaskar, Panipat, Haryana. ’’ Dismissed-not
4595;Ramesh Chander;Aaj;October 7, 2005;Directions;Press and Defamation;AnnualReport2006;Agra, U.P;4475;Complaint of S/Shri Pappu and Ramesh Chander, Kasganj, Etah, U.P. against ‘‘Aaj’’, Agra.
4594;S/Shri Pappu;Aaj;October 7, 2005;Directions;Press and Defamation;AnnualReport2006;Agra, U.P;4475;Complaint of S/Shri Pappu and Ramesh Chander, Kasganj, Etah, U.P. against ‘‘Aaj’’, Agra.
4600;Prof. Prakash Singh Bisen;Nav Bharat;October 7, 2005;observations;Press and Defamation;AnnualReport2006;Gwalior, M.P;4483;Complaint of Prof. Prakash Singh Bisen, Director and Yusuf Saify, Research Student, Madhav Institute of Science and Technology, Gwalior, M.P. against Nav Bharat, Gwalior, M.P. ’’ Disposed of with
4601;Yusuf Saify;Nav Bharat;October 7, 2005;observations;Press and Defamation;AnnualReport2006;Gwalior, M.P;4483;Complaint of Prof. Prakash Singh Bisen, Director and Yusuf Saify, Research Student, Madhav Institute of Science and Technology, Gwalior, M.P. against Nav Bharat, Gwalior, M.P. ’’ Disposed of with
4604;Dr. D.S. Dhankar;The Tribune;October 7, 2005;Dismissed;Press and Defamation;AnnualReport2006;Chandigarh, Haryana;4488;Complaints of Dr. D.S. Dhankar, Public Relations Officer and Pandit B.D. Sharma, PGIMS, Rohtak, Haryana against The Tribune, Chandigarh. ’’
4605;Pandit B.D. Sharma;The Tribune;October 7, 2005;Dismissed;Press and Defamation;AnnualReport2006;Chandigarh, Haryana;4488;Complaints of Dr. D.S. Dhankar, Public Relations Officer and Pandit B.D. Sharma, PGIMS, Rohtak, Haryana against The Tribune, Chandigarh. ’’
4606;Dr. D.S. Dhankar;The Tribune;October 7, 2005;Dismissed;Press and Defamation;AnnualReport2006;Chandigarh, Haryana;4489;Complaints of Dr. D.S. Dhankar, Public Relations Officer and Pandit B.D. Sharma PGIMS, Rohtak, Haryana against The Tribune, Chandigarh. ’’
4607;Pandit B.D. Sharma;The Tribune;October 7, 2005;Dismissed;Press and Defamation;AnnualReport2006;Chandigarh, Haryana;4489;Complaints of Dr. D.S. Dhankar, Public Relations Officer and Pandit B.D. Sharma PGIMS, Rohtak, Haryana against The Tribune, Chandigarh. ’’
4639;Shri Devendra Shastri;Rewa;February 9, 2006;pursued;Press and Defamation;AnnualReport2006;Rewa, M.P;4542;Complaint of Shri Devendra Shastri, Chairman, Degree College, Sirmour, Rewa, M.P. against Dainik Jagran, Rewa, M.P. ’’ Dismissed-not
4666;Md. Javed Ahmed Khan;Editor;June 28, 2005;Directions;Press and Morality;AnnualReport2006;Delhi;4580;Complaint of S/Shri Devesh Kumar Verma, and Md. Javed Ahmed Khan, New Delhi against the Editor, Dainik Jagran, New Delhi. ’’
4665;S/Shri Devesh Kumar Verma;Editor;June 28, 2005;Directions;Press and Morality;AnnualReport2006;Delhi;4580;Complaint of S/Shri Devesh Kumar Verma, and Md. Javed Ahmed Khan, New Delhi against the Editor, Dainik Jagran, New Delhi. ’’
4672;Smt. Archana Mittal;Editor;July 29, 2002;Directions to publish complainant's clarification;Press and Defamation;AnnualReport2003;;4590;Complaint of Smt. Archana Mittal, Faridabad against the Editor, Amar Ujala, Meerut.
4679;President;Editor;July 29, 2002;Warned;Press and Defamation;AnnualReport2003;Haryana, Sirsa;4596;Complaint of President, Haryana Civil Pensioners Welfare Association. Sirsa (Haryana) against the Editor, State King, Sirsa
4694;Shri Hari Om Bajpayee;Pilibhit;July 29, 2002;Warned;Press and Defamation;AnnualReport2003;U.P;4608;Complaint of Shri Hari Om Bajpayee, Pilibhit, U.P. against Editor, Rai Morcha, Pilibhit.
4693;Shri Hari Om Bajpayee;Rai Morcha;July 29, 2002;Warned;Press and Defamation;AnnualReport2003;U.P;4608;Complaint of Shri Hari Om Bajpayee, Pilibhit, U.P. against Editor, Rai Morcha, Pilibhit.
4697;Shri V.K. Singh;Editor;July 29, 2002;Dismissed;Press and Defamation;AnnualReport2003;;4611;Complaint of Shri V.K. Singh, Rashtriya Councilor, Khiri against the Editor, Amar Ujala, Bareilly.
4705;Dr. Manjula Rana;Rashtriya Sahara;July 29, 2002;Warned;Press and Defamation;AnnualReport2003;;4617;Complaint of Dr. P.S. Rana & Dr. Manjula Rana, Garhwal against Rashtriya Sahara.
4704;Dr. P.S. Rana;Rashtriya Sahara;July 29, 2002;Warned;Press and Defamation;AnnualReport2003;;4617;Complaint of Dr. P.S. Rana & Dr. Manjula Rana, Garhwal against Rashtriya Sahara.
4714;Shri Sanjay Kumar Gangwar;Dainik Jagran;October 7, 2002;Dismissed;Press and Defamation;AnnualReport2003;Kanpur, U.P;4625;Complaint of Smt. Durvesh Kumari Gangwar, W/o Shri Sanjay Kumar Gangwar, Farukhabad, U.P. against Dainik Jagran, Kanpur.
4713;Smt. Durvesh Kumari Gangwar;Dainik Jagran;October 7, 2002;Dismissed;Press and Defamation;AnnualReport2003;Kanpur, U.P;4625;Complaint of Smt. Durvesh Kumari Gangwar, W/o Shri Sanjay Kumar Gangwar, Farukhabad, U.P. against Dainik Jagran, Kanpur.
4733;Shri H.P. Narayan;Editor;January 24, 2003;Directions to publish rejoinder;Press and Defamation;AnnualReport2003;Guwahati, Assam;4647;Complaint of Shri H.P. Narayan, Minister of Education, Animal Husbandry & Veterinary & Assam Accord, Assam, Guwahati against the Editor, Amar Asom, Guwahati.
4735;Shri Haidar Hussain;Editor;January 24. 2003;Regrets expressed. No further action.;Press and Defamation;AnnualReport2003;;4648;Complaint of Shri Haidar Hussain, Editor, Asomiya Pratidin, Guwahati against the Editor, Amar Asom, Guwahati.
4739;Shri Aniruddha Nayak;The Samaj;January 24. 2003;Directions to publish rejoinder;Press and Defamation;AnnualReport2003;;4656;Complaint of Shri Aniruddha Nayak, General Secretary, Anchalik Beedi Shramik Sangh, Jajpur against The Samaj. Cuttack.
4770;Shri Sheikh Tahir;Himalayan Mail;January 24, 2003;Dismissed;Communal, Casteist and Anti-National Writings;AnnualReport2003;Jammu;4697;Complaint of Shri Sheikh Tahir, J & K against Himalayan Mail, Jammu.
4772;Shri S.N. Saran;Editor;July 29, 2002;Dismissed;Press and Morality;AnnualReport2003;;4698;Complaint of Shri S.N. Saran, Meerut against the Editor, Amar Ujala.
4774;Shri S.N. Saran;Editor;July 29, 2002;Dismissed;Press and Morality;AnnualReport2003;;4699;Complaint of Shri S.N. Saran, Meerut against the Editor, Amar Ujala.
4793;Shri Surinder Pal;Editor;February 22, 2010;Censured;Principles and Publications;AnnualReport2010;Punjab, Ludhiana;4719;Complaint of Shri Surinder Pal and other Advocates, Ludhiana, Punjab against the Editor, Rana Pratap, Ludhiana, Punjab 
4800;Dr. C. Venkatakrishnan;Editor;March; 31, 2010 ;Principles and Publications;AnnualReport2010;Chennai, Tamil Nadu;4726;Complaint of Dr. C. Venkatakrishnan, Salem, Chennai, Tamil Nadu against the Editor, Dinakaran, Chennai, Tamil Nadu M Date of Category Decision 
4827;Shri Sanjiv Bureau Nayan;Editor;June 9, 2009;Rejected ;Press and Defamation ;AnnualReport2010;Jharkhand, Ranchi;4754;Complaint of Shri Sanjiv Bureau Nayan, Chief, Rajdhani Ranchi, Khabar, Jharkhand against Editor, the Aj, Ranchi 
4830;Kumar Jayanta Kumar;Dharitri;June 9, 2009;Rejected;Press and Defamation ;AnnualReport2010;;4755;Complaint of S/Shri Ashok Rath and Kumar Jayanta Kumar Managing Das, Partners, AKJK Enterprise, Puri, Orissa against Dharitri, the Editor, Bhubaneswar
4829;S/Shri Ashok Rath;Dharitri;June 9, 2009;Rejected;Press and Defamation ;AnnualReport2010;;4755;Complaint of S/Shri Ashok Rath and Kumar Jayanta Kumar Managing Das, Partners, AKJK Enterprise, Puri, Orissa against Dharitri, the Editor, Bhubaneswar
4840;Joint General Manager;Editor;September 7, 2009;Reprimained;Press and Defamation ;AnnualReport2010;Nagpur, Maharashtra;4764;Complaint of Shri A.K. Prasad, Joint General Manager, Admn. Ordnance Factory, Ministry of Defence, Bhandara, Maharashtra against the Editor, Nagar Ki Samasya, Nagpur, Maharashtra 
4839;Shri A.K. Prasad;Editor;September 7, 2009;Reprimained;Press and Defamation ;AnnualReport2010;Nagpur, Maharashtra;4764;Complaint of Shri A.K. Prasad, Joint General Manager, Admn. Ordnance Factory, Ministry of Defence, Bhandara, Maharashtra against the Editor, Nagar Ki Samasya, Nagpur, Maharashtra 
4851;Smt. Meenakshi S. Deshmukh;Editor;September 7,2009 ;Closed ;Press and Defamation ;AnnualReport2010;;4775;Complaint of Smt. Meenakshi S. Deshmukh, Mumbai against the Editor, Khabre Aaj Tak, Mumbai 
4857;Shri Satyanarayan Dudani;Editor;September 7, 2009;Closed-Non Pursuance;Press and Defamation ;AnnualReport2010;Bihar;4780;Complaint of Shri Satyanarayan Dudani, Ex-State Minister, Government of Bihar against the Editor, Mind, Jharkhand 
4869;Shri Godaram;Editor;September 7, 2009;Dismissed ;Press and Defamation ;AnnualReport2010;Pali, Rajasthan;4791;Complaint of Shri Godaram, Sarpanch, Rauta, Rajasthan against the Editor, Rajasthan Patrika, Pali, Rajasthan 
4881;Ali Khan;Rozanama Sahara;February 22, 2010;Settled;Press and Defamation ;AnnualReport2010;Andhra Pradesh;4801;Complaint of Shri Mohiuddin Hyderabad, Ali Khan, Andhra Pradesh the Editor, against Rozanama Sahara, Rashtriya Hyderabad, Andhra Pradesh.
4880;Shri Mohiuddin Hyderabad;Rozanama Sahara;February 22, 2010;Settled;Press and Defamation ;AnnualReport2010;Andhra Pradesh;4801;Complaint of Shri Mohiuddin Hyderabad, Ali Khan, Andhra Pradesh the Editor, against Rozanama Sahara, Rashtriya Hyderabad, Andhra Pradesh.
4882;Ms. N. Gayathri N.;Editor; February 22, 2010; Cautioned ;Press and Defamation ;AnnualReport2010;Mysore, Karnataka;4803;Complaint of Ms. N. Gayathri N., Sub-Registrar, Periyapatna, Mysore, Karnataka against the Editor, Dari Deepa, Mysore, Karnataka Devi
4893;Dr.(Mrs.) Rani Kandhaswami;Editor;March 31, 2010;Reprimanded ;Press and Defamation ;AnnualReport2010;Chennai, Tamil Nadu;4812;Complaint of Dr.(Mrs.) Rani Kandhaswami and her daughter, Ms. Vani Kandhaswami, Chennai against the Editor, Tamiz Murasu, Chennai, Tamil Nadu 
4894;Ms. Vani Kandhaswami;Editor;March 31, 2010;Reprimanded ;Press and Defamation ;AnnualReport2010;Chennai, Tamil Nadu;4812;Complaint of Dr.(Mrs.) Rani Kandhaswami and her daughter, Ms. Vani Kandhaswami, Chennai against the Editor, Tamiz Murasu, Chennai, Tamil Nadu 
4899;Dr. Dropti Jatariya;Editor;March 31, 2010; Closed for nonpursuance;Press and Defamation ;AnnualReport2010;India, Kanpur, U.P;4817;Complaint of Dr. Dropti Jatariya, Chief Medical Superintendent, GSVMMC Matèrnity Hospital, Kanpur against the Editor, The Times of India, Kanpur, U.P. 
4913;Shri Ravindra Kumar Singh;Editor;March 31,  2010;Assurance;Press and Defamation ;AnnualReport2010;Bihar, Bhagalpur;4830;Complaint of Shri Ravindra Kumar Singh, Assistant Teacher, Middle School, Jamui, Bihar against the Editor, Dainik Hindustan, Bhagalpur, Bihar 
4932;S/Shri Satinder Kadian;Punjab Kesari;7, 2009;Disposed off;Press and Morality ;AnnualReport2010;Haryana;4844;Complaint of S/Shri Satinder and Kadian Sandeep Kadian, Advocates, Panipat, Haryana against Punjab the Editor, Kesari 
4930;Sandeep Kadian;Punjab Kesari;7, 2009;Disposed off;Press and Morality ;AnnualReport2010;Haryana;4844;Complaint of S/Shri Satinder and Kadian Sandeep Kadian, Advocates, Panipat, Haryana against Punjab the Editor, Kesari 
4944;Abdul Rauf;Editor;September 7, 2009;Sub-judice;Communal, Casteist, Anti National and Anti Religious Writings ;AnnualReport2010;Nagpur, Maharashtra;4854;Complaint of Shri Abdul Rab Abdul Rauf, President, Milli Social Multi Purpose Society (forum), Yavatmal, Maharashtra against the Editor, Lokmat, Nagpur, Maharashtra 
4943;Shri Abdul Rab;Editor;September 7, 2009;Sub-judice;Communal, Casteist, Anti National and Anti Religious Writings ;AnnualReport2010;Nagpur, Maharashtra;4854;Complaint of Shri Abdul Rab Abdul Rauf, President, Milli Social Multi Purpose Society (forum), Yavatmal, Maharashtra against the Editor, Lokmat, Nagpur, Maharashtra 
4952;Additional Collector;The Pratah Kal;April 17,2000;Dismissed on merits;Principles and Publications;AnnualReport2001;Rajasthan, Udaipur;4863;Complaint of the Additional Collector (Admn.), Chittorgarh and Chief Executive Officer, Shri Sanvalia Ji Mandir Mandal against the Editors of The Pratah Kal and Dainik Bhaskar of Udaipur, Rajasthan
4953;Chief Executive Officer;The Pratah Kal;April 17,2000;Dismissed on merits;Principles and Publications;AnnualReport2001;Rajasthan, Udaipur;4863;Complaint of the Additional Collector (Admn.), Chittorgarh and Chief Executive Officer, Shri Sanvalia Ji Mandir Mandal against the Editors of The Pratah Kal and Dainik Bhaskar of Udaipur, Rajasthan
4954;Additional Collector;The Pratah Kal;April 17,2000;Dismissed on merits;Principles and Publications;AnnualReport2001;Rajasthan, Udaipur;4864;Complaint of the Additional Collector (Admn.), Chittorgarh and Chief Executive Officer, Shri Sanvalia Ji Mandir Mandal against the Editors of The Pratah Kal and Dainik Bhaskar of Udaipur, Rajasthan Dismissed on merits
4955;Chief Executive Officer;The Pratah Kal;April 17,2000;Dismissed on merits;Principles and Publications;AnnualReport2001;Rajasthan, Udaipur;4864;Complaint of the Additional Collector (Admn.), Chittorgarh and Chief Executive Officer, Shri Sanvalia Ji Mandir Mandal against the Editors of The Pratah Kal and Dainik Bhaskar of Udaipur, Rajasthan Dismissed on merits
4960;Booking Clerk;Editor;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;Rajasthan;4868;Complaint of Shri Jai Singh Yadav, Booking Clerk, RSRTC, Sriganganagar against the Editor, Weekly, Prem Kesari, Sriganganagar, Rajasthan
4959;Shri Jai Singh Yadav;Editor;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;Rajasthan;4868;Complaint of Shri Jai Singh Yadav, Booking Clerk, RSRTC, Sriganganagar against the Editor, Weekly, Prem Kesari, Sriganganagar, Rajasthan
4964;Shri Arunbhai M. Vachharajani;Editor;April 17, 2000;Dismissed on merits;Principles and Publications;AnnualReport2001;;4871;Complaint of Shri Narendra Singh M. Jadeja and Shri Arunbhai M. Vachharajani, Trustees, Din Dayal Development and Charitable Trust, Bhuj against the Editor, Kutch Uday, Gandhidham, Kutch
4963;Shri Narendra Singh M. Jadeja;Editor;April 17, 2000;Dismissed on merits;Principles and Publications;AnnualReport2001;;4871;Complaint of Shri Narendra Singh M. Jadeja and Shri Arunbhai M. Vachharajani, Trustees, Din Dayal Development and Charitable Trust, Bhuj against the Editor, Kutch Uday, Gandhidham, Kutch
4975;D.K. Srivastava;Aaina;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;;4879;Complaint of Dr. (Prof.) D.K. Srivastava, Prof. and Head of the Orthopaedic Department, M.G.M. Medical College and Hospital, Jamshedpur against Chamakta Aaina
4973;Dr. (Prof.;Aaina;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;;4879;Complaint of Dr. (Prof.) D.K. Srivastava, Prof. and Head of the Orthopaedic Department, M.G.M. Medical College and Hospital, Jamshedpur against Chamakta Aaina
4974;D.K. Srivastava;Chamakta;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;;4879;Complaint of Dr. (Prof.) D.K. Srivastava, Prof. and Head of the Orthopaedic Department, M.G.M. Medical College and Hospital, Jamshedpur against Chamakta Aaina
4972;Dr. (Prof.;Chamakta;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;;4879;Complaint of Dr. (Prof.) D.K. Srivastava, Prof. and Head of the Orthopaedic Department, M.G.M. Medical College and Hospital, Jamshedpur against Chamakta Aaina
4981;Mohd. Iqbal Khan;Dainik Hindustan;Dismissed for lack of substance;Amends made;Principles and Publications;AnnualReport2001;;4885;Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Hindustan, Patna
4982;Shri Raju Bhagat;Dainik Hindustan;Dismissed for lack of substance;Amends made;Principles and Publications;AnnualReport2001;;4885;Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Hindustan, Patna
4983;Shri Rama Dhar Prasad Das;Dainik Hindustan;Dismissed for lack of substance;Amends made;Principles and Publications;AnnualReport2001;;4885;Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Hindustan, Patna
4984;Mohd. Iqbal Khan;Dainik Aai;Dismissed for lack of substance;Directions;Principles and Publications;AnnualReport2001;;4886;Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Aai, Patna
4985;Shri Raju Bhagat;Dainik Aai;Dismissed for lack of substance;Directions;Principles and Publications;AnnualReport2001;;4886;Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Aai, Patna
4986;Shri Rama Dhar Prasad Das;Dainik Aai;Dismissed for lack of substance;Directions;Principles and Publications;AnnualReport2001;;4886;Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Aai, Patna
4987;S/Shri Viranchi Pandey;Dainik Awaz;April 17, 2000;Dismissed as unsubstanti-ated;Principles and Publications;AnnualReport2001;;4887;Complaint of S/Shri Viranchi Pandey and Tulsi Vishwakarma, Village Birni, District Bokaro against Dainik Awaz
4988;Tulsi Vishwakarma;Dainik Awaz;April 17, 2000;Dismissed as unsubstanti-ated;Principles and Publications;AnnualReport2001;;4887;Complaint of S/Shri Viranchi Pandey and Tulsi Vishwakarma, Village Birni, District Bokaro against Dainik Awaz
4991;Shri B.B. Biswas;The Telegraph;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;;4889;Complaint of Smt. Champa Biswas and Shri B.B. Biswas, IAS, Patna against The Telegraph, Calcutta
4990;Smt. Champa Biswas;The Telegraph;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001;;4889;Complaint of Smt. Champa Biswas and Shri B.B. Biswas, IAS, Patna against The Telegraph, Calcutta
5013;Rajendra Ramnath;Rana Express;August 28, 2000;Upheld;Principles and Publications;AnnualReport2001;;4910;Complaint of Proprietor, Rajendra Ramnath, Mumbai against Rana Express, Ludhiana
5015;Chief Minister;Chief Editor;August 28, 2000;Sub-judice;Principles and Publications;AnnualReport2001;Delhi;4911;Complaint of Shri Rakesh Nagpal, OSD, to the Chief Minister of Government of N.C.T. of Delhi against the Chief Editor, Crime and Justice Times, Delhi
5014;Shri Rakesh Nagpal;Chief Editor;August 28, 2000;Sub-judice;Principles and Publications;AnnualReport2001;Delhi;4911;Complaint of Shri Rakesh Nagpal, OSD, to the Chief Minister of Government of N.C.T. of Delhi against the Chief Editor, Crime and Justice Times, Delhi
5030;Dr. Iniyan Elango;newspapers;January24,2001;Directions ;Principles and Publications;AnnualReport2001;;4930;Complaint of Dr. Iniyan Elango (Dr. R.S. Sridhar) Chief Physician, Man and Women Clinic, Chennai against various newspapers
5031;Dr. R.S. Sridhar;newspapers;January24,2001;Directions ;Principles and Publications;AnnualReport2001;;4930;Complaint of Dr. Iniyan Elango (Dr. R.S. Sridhar) Chief Physician, Man and Women Clinic, Chennai against various newspapers
5040;Shri G.C. Upreti;Amar Ujala;June 12, 2000;Directions;Press and Defamation;AnnualReport2001;Uttar Pradesh, Bareilly;4940;Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers Employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly
5041;Shri Pan Singh Negi;Amar Ujala;June 12, 2000;Directions;Press and Defamation;AnnualReport2001;Uttar Pradesh, Bareilly;4940;Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers Employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly
